text,char_count
"I understand your hesitation, but your safety is the most important thing. Sometimes adults can help us navigate these problems better than we can alone. Do you really think they will help? My father usually just tells me to toughen up.",236
"They said she is leaking and smells bad, and now her husband has left her. It sounds terrible. I have never heard that name before. Why does it happen? Is it a curse? And that causes the leaking? That is so sad. Why do people shun her?",235
Should adolescents really know about contraception? Some people in my church would be very angry to hear that. What about STIs? Are they really as common as people say? It feels like there is so much to learn. I feel a bit overwhelmed.,235
"What about the people who send friend requests? Sometimes, if they look cool or have mutual friends. You mean they could be lying about who they are? I have had people suggest meeting up in person. I usually just ignore those messages.",235
"It happens for no reason at all. It is so embarrassing. Does it ever stop? It feels like everyone can see it, even though I try to hide it. What if I don't touch it? Will it stay that way forever? Okay, that makes me feel a bit better.",235
"Good afternoon, Aunty. It has been alright, I suppose. School is busy, but things are quiet at home. You mean like the things we see every day? The stuff people don't really talk about openly? I think it is just how it has always been.",235
"Like what? I am just chatting with friends. I have heard of them, but I do not really pay much attention to them. I mean, if I am chatting with someone I just met, I might tell them my general area or where I go to school. Is that bad?",235
"But Auntie, some of the older boys in school make jokes about it, and it makes the girls feel ashamed. Do you think boys really need to know about the cycle? I think some of them don't even know that. They think it's just a girl thing.",235
I do not want to be careless. Sometimes I feel like I am using too many. Is that okay? I will start carrying an extra one in my bag every day. What about washing? Is it okay to use soap down there? Why front to back? I never knew that.,235
"It shows a girl being told she cannot go to school because she has to fetch water and cook for the family. All the time. Many girls are kept home while the boys are sent to school or allowed to go play football. It is culture, I guess.",235
"Sometimes I feel like I am not a child anymore, but I am not an adult either. It feels like a very long bridge sometimes. Like the pressure to act a certain way? My father expects me to help him at the shop every single evening. Tired.",235
"I feel like I have been quite reckless with my online security. I just thought because I wasn't doing anything 'bad', nothing would happen to me. I am starting to see that. It is not about being paranoid, it is about being responsible.",235
"Good afternoon, Aunty. It has been alright, I suppose. Just school and the usual chores at home, but to be honest, I have been thinking a lot about the things we discussed last time regarding how we are expected to behave as young men.",235
"Sometimes I look in the mirror and I do not see the guy the movies show. I feel like I am falling short. I see my friends at school who are already growing muscles, and I just feel like I am lagging behind. It is the constant pressure.",235
"Because it feels like an invasion of privacy, and I have heard stories about people being blackmailed. So, how do I climb a ladder out of that? I think blocking is the easiest, but talking feels safer in the long run. I rolled a three.",235
"Just asking questions about our health instead of jumping into heavy topics? I think if we show them we are being responsible, they might listen more. I am worried about my friend who is a young mother. She feels like her life is over.",235
"I saw others moving forward, laughing, taking up space at the front of the room, and I felt like they didn't even notice I was stuck behind them. Every single day, Uncle. In my village, there are girls just like the character I played.",235
"Protect themselves from what? So, what should we do? Just avoid it? I think most of my friends are afraid to talk to their parents about this. I want to be able to help my friends, but I don't want them to think I am acting too smart.",234
"I thought maybe I was just being sensitive. My friends tell me that is just how some men are, and that I should just ignore it so I don't fail the subject. Is that true? I feel so trapped. If I report him, he has the power to fail me.",234
"I have to fend for myself. There are some older men who come around. They tell me things, things about how to get quick money if I do certain things for them. They talk about betting, or helping them carry things that look suspicious.",234
"I thought something was wrong with me, like I was sick or losing something important. So I don't need to worry about it? I have also noticed my voice is getting deeper, and I have started seeing hair in places I didn't have it before.",234
"I use the internet to research topics for my science class, but mostly I am on social media chatting with friends. That sounds about right. Everyone in my class has a smartphone now, and we use it for almost everything. Actually, yes.",234
"My mother is worried about money, and I have been feeling a lot of pressure to make some extra cash on the side. Well, some of my friends have been talking about these new betting centres that have popped up all over the neighborhood.",234
"So, if I start drawing these things, how do we use that for the programme? That feels like a conversation rather than an inspection. I think the other boys in the group might like the idea of using photos or videos instead of writing.",234
"Like how some people say nursing is for women and engineering is for men? So, if I tell my mother I want to help my sister in the kitchen, am I breaking a rule? It feels like if I do not do what is expected, I am not being a real man.",234
"Good morning, Auntie. Things are okay, I suppose, but I have been feeling a bit worried lately about some things we are experiencing as girls in my class. It is just that some of the girls are confused about the changes in our bodies.",234
"Sometimes the latrines are full or there are no bins. I will make sure to emphasize the wrapping part. Are there other hygiene tips? Why is that, Auntie? That is good to know. What if a girl already has an itch or a strange discharge?",234
"Yes, I do. Sometimes I feel embarrassed when I am around girls in my class. Why does that happen? What kind of responsibility? Risks? Like what? I have heard about STIs at school, but I didn't think it would happen to someone like me.",234
"They all act like they are tough, but I wonder if they feel the same. I want to be someone who can change that, even if it is just in my own home. I feel more confident now. I was worried that wanting to help was a sign of being weak.",234
"I told him that, but he just laughed at me. He thinks I am being influenced by the modern world too much. It feels unfair. Why should her gender determine her entire future and what she is capable of learning? She is so bright, Aunty.",234
I learned that I have a responsibility to respect others. I learned that I should not let others decide my future. I learned that gender roles can be challenged. I learned that we are all in this together. Can we meet again next week?,234
"I am still drawing it, but maybe I will add a few more streetlights this time. Because we spoke about speaking up, and after our last session, I talked to the youth leader about the lack of lighting there. I feel a bit more confident.",234
"Do you think my mother would be open to talking more about it? I feel a little less heavy talking about it with you. That sounds like a very big responsibility. I want to be able to go to school every day, even when I have my period.",233
"Isn’t that the job of the adults or the teachers? I guess I see your point. If a session is boring or doesn’t make sense, I am the one sitting there feeling it. So, you want me to be a sort of inspector? It sounds like a lot of work.",233
It helps me cool off. Sometimes I skip breakfast because I am rushing to school. Does that matter? I never thought of food as part of this. I just thought it was about growing tall. Does that include staying safe from bad influences?,233
"That if I do not do it, I will not be seen as a proper wife later. They say it controls a woman. That it keeps her faithful because it removes what they call the unclean parts. Is it true, Maame? Does it really make me more faithful?",233
"My aunt did not finish middle school. So, programs that focus on girls are like a head start to make up for the lost time? I never thought of it that way. I always felt like if one group gets more support, the other gets less. I see.",233
"And if the egg does not meet a sperm? So, it is just like cleaning out a room to get it ready for next time? I still feel embarrassed. I don't want the boys at school to know. My friend said it lasts for a whole week. Is that normal?",233
"I want to help people in our community, but sometimes I feel like I am just waiting for someone to decide my path for me. It is the way people look at us girls. They think we are only meant to hawk in the market or do chores all day.",233
"If they are skipping class to go to the internet cafe or trying to make quick money online, you have to be there too. Sometimes I don’t want to. But if I say no, they call me names. They say I am a coward or that I am not a real man.",233
"I just get so angry at everyone. My mother asks me a simple question and I snap at her. Then later, I feel terrible for being rude. I have heard the older girls talking about it, but I thought it was just an excuse for being naughty.",233
"Yes, exactly. A place where even the girls who are mothers can come and learn without being shamed. Everyone deserves to be treated like a human being, right? My uncle is putting pressure on me to start working full-time at the shop.",233
"I would want them to tell me that the ground is uneven, that the path is blocked for them, and that I need to stop and look back instead of just rushing ahead. Because it is easier to think you worked hard for your spot at the front.",233
"I have been replying in anger, and that is definitely part of why they keep going. It is very easy to get caught up in the heat of the moment online. But you are responsible for your own actions and how you engage with others. I see.",233
"They say boys shouldn't show certain emotions. Is that a gender role thing? It feels unfair. Why do I have to be tough all the time? My self-esteem feels tied to what my friends think of me right now. My values are changing, I think.",233
"It is important to have accurate information about your body, contraception, and preventing STIs. Would you like us to dedicate our next session to this? Yes, please. I feel like I am walking in the dark sometimes. You are not alone.",233
"That is a very real fear, and it is a significant challenge in our community. Teenage pregnancy has life-altering consequences for a girl’s future. My friend says that if a girl gets pregnant, she is basically finished. Is that true?",233
"Everyone else in my group is doing their own thing, but I have to follow all these strict rules. They are everything. We talk about stuff my parents would never understand. Just life, girls, what we want to do when we finish school.",232
"But if I start helping Ama, won't people in the neighborhood think I am weak? She would probably become a great engineer. She loves building things. She would be able to support us, and maybe help me too if I ever hit a rough patch.",232
"I see some of my friends getting involved in youth clubs, but I was never sure if it actually did anything. I think I would like to learn more about how I can advocate for that. I don't want to just be another statistic in a report.",232
"I think I should be more careful about who I accept as friends and never send anything private to anyone, no matter how much I trust them. We talk about it as a joke sometimes, but we never sit down to really talk about the dangers.",232
"I worry that if I run, people will notice. I used a piece of cloth last time, but it was uncomfortable. Yes, please. I just want to feel normal again. What about the cycle? How do I know when it will happen again? How do I track it?",232
"I see how people in other countries live and I learn about things we do not really talk about in our village. It makes me curious about the world. Sometimes I comment on posts, but I am careful. Some people online can be very harsh.",232
"How do I do that without sounding like I am lecturing them? Like saying, ""I have to study tonight instead of going out""? I will try that next time. But what about the other stuff? The risks they take with girls and online strangers?",232
"Well, I was wondering how I would even get to one of those places without my parents asking a million questions. Exactly. If I say I am going to the clinic, my parents will want to know exactly what is wrong. And I cannot tell them.",232
"They see us tired after school and call it laziness. Yes, I have seen girls drop out of school because they got pregnant or because they were pressured into early relationships. It feels like they lose their future before it starts.",232
I learned that it is okay for boys to have feelings. I learned that consent is important in every relationship. I learned that we should support our friends who are in difficult situations. I learned that I have the right to say no.,232
"I understand that there are cultural practices in our communities that have existed for a long time, but just because something is tradition does not mean it is in your best interest or that it is lawful. What do you mean by lawful?",232
"I understand, Father, but she also needs to learn her subjects so she can be a nurse. It felt weird, but it made sense when I said it out loud. What about the protection issues? The cards mentioned that too. I worry about my sister.",232
"I usually click yes because I assume the game needs it to work, or because my friends told me I have to enable it to play with them. So I should just say no? Even if my friends say it is okay? I feel like I have been very careless.",231
"For me, it is keeping up with trends, chatting, and sometimes researching for projects. Definitely. I learn new things and I stay connected to my cousins in Kumasi. Risks? I mean, people can be mean in the comments. Is that a risk?",231
"They talk about marriage or finishing school, but they never ask what I know about protecting myself. I hear things from my friends, but half of it is just rumors. Some say one thing, others say another. I do not know what is true.",231
"What rights? My father says the law does not enter our village. He says his word is the law. If I run away, where will I go? I have no money and no other family to take me in. Sometimes I look at my friends who are already married.",231
"My skin has been getting oily, too, and I have these spots on my face. It is annoying. I also noticed some swelling around my chest area, like small lumps. I was scared I was growing breasts. Why didn't anyone tell me this earlier?",231
"Will they listen to you more than me? I just want to be healthy. I want to grow up without these scars. I am worried about the psychological part too. I already feel anxious just talking about it. If I resist, will I be an outcast?",231
"She says my sister should be in the kitchen or studying, but I feel like I am doing double the work. I do not know. It has always been like this. My father says boys must be strong and do the tough work, and girls must be domestic.",231
"By the time I finish helping with the family business and doing my chores, the sun is down. The street lights don't work, and the room is too crowded to focus. For me as a boy, people don't pressure me as much as they do my sister.",231
She fixed our radio last week. Why does he think she is less capable than me? But does that mean she has to accept a life where she has no say in her own career or decisions? I hear people say that all the time in our neighborhood.,231
"My younger sister is brilliant at math, but my father says she should focus on learning to run a household because that is what will make her a good wife. My brother, who is not even as smart, gets all the support to keep studying.",231
"And how does that make the girls feel? Have you ever seen a situation where it went too far? I have seen girls get very upset, and then the boys laugh like it is a joke. It is not right, I know that. It takes courage to admit that.",231
"Are you saying if I know someone in this situation, I can report it to them? It is just hard when the pressure comes from family members themselves. It is a young girl carrying a burden she is not physically or mentally ready for.",230
"I just know that if you have sex, a girl can get pregnant. So, if a girl is having her period, does that mean she can get pregnant? A lot of my friends don't know that. They think it's impossible for a girl to get pregnant easily.",230
"So, it is not just about me? I see. I think I have been so focused on myself that I never thought about how the girls in my class might be feeling during their own changes. I usually just go play football or listen to music alone.",230
Like how I feel like hitting people at school? How do I choose a different path when the cycle is in my house? I want to protect my mother. What about Human Trafficking? Is that related? I feel a bit better knowing there are laws.,230
"That actually sounds fun. So if I see someone standing up against bullying at the park, I can document that? I never thought of it that way. I usually just think of monitoring as adults checking up on us to see if we are behaving.",230
I feel like I understand why you want us to do this now. It is about us owning the process. What is the next step then? Do I just start taking photos? I think conflict resolution is a big one. People get angry quickly around here.,230
"They say boys have to be strong and show they are men. If I tell them I am actually feeling nervous or shy, they would laugh at me. I try to ignore them, but it’s hard. Sometimes I worry that I will do something I can’t take back.",230
"But if I try to help her, my uncles laugh at me and call me names. They say I am acting like a girl. They say I should be playing football or doing something strong, not housework. It makes me feel like I am doing something wrong.",230
"She means marriage, Auntie. She keeps saying that school is expensive and that a man who can provide is better than a girl who is just wasting time with books. It makes me feel like I am just an object, like a debt to be paid off.",230
"I see my friends meeting girls they find on social media, and they don't even know who they really are. Once or twice. But I got a bad feeling about it and backed out. I wish I had more friends who were into the same things as me.",230
"If she thinks she has to be submissive, she might not feel she has the power to ask her partner to use protection or to say no to sex. We need more conversations like this. We need to normalize the idea that everyone is different.",230
"I feel a bit better talking about this. What should I say if someone tries to force me into something I don't want? Even if they are older? People say ""no"" doesn't always mean ""no. Thank you, Uncle. Can we meet again next Tuesday?",230
"I would stand by her and tell her that her dreams are valid. Because I am the one facing the direct pressure to be the ""man of the house."" It feels like I am carrying the reputation of the family. I never thought of it as courage.",230
"It is hard to say no to elders in our community. Can we do a role play? I think that might help. Auntie, what about sexual health? Is it okay to ask? I hear many stories at school, but I don't know what is true. Thank you, Auntie.",230
"My father definitely only brings home a small portion of what he makes. I want to tell him this, but he might not listen to a girl. Would you really do that, Uncle Kofi? He respects you because you are a teacher in the community.",229
They always complain about how some things are handled. What kind of tools? Will it be like a test? I think I would like that. It makes me feel like I have some control over what is happening to us. Does this apply to everything?,229
I was just worried about school. Is that why my feet were swollen last week? I am afraid to go to the clinic. What if someone from my neighborhood sees me there? Do you think I will have to drop out of school? That is all I have.,229
"You know, I haven't even registered Kojo’s birth yet. Will they judge me at the office? I feel like everyone is judging me everywhere I go. It is hard when the shame is so loud. Can we talk about the boy? I am still angry at him.",229
"He said a woman’s place is in the kitchen and the bedroom, and that she should learn how to sew or cook instead. Exactly. He thinks boys are meant to be competitive and independent, while girls should just be nurturing and quiet.",229
You start hanging out with a group that encourages using substances and skipping school. I guess I would eventually fall behind in school and lose the respect of my family. I choose my friends more carefully. I focus on my goals.,229
"There are organizations and local authorities that are trained to handle these situations. We can talk about how to involve them safely. Will they put me in a home? I do not want to leave my family, I just want to stay in school.",229
We will prepare a plan to involve a trusted elder or a social worker who can talk to your parents about the benefits of education. Okay. I will try to be brave. You are already being brave by coming here and voicing your desires.,229
"I wanted to, but I didn't know what to say without causing a scene. Like saying, ""She gave you a fair price, there is no need to be rude""? I will try that next time. It feels small, but it is something. I am starting to see that.",229
"Maybe ask them what makes them feel unsafe at school, and what they would change if they were the principal. Do you think the teachers would listen to us if we presented our findings? I want to make a change, Auntie. I really do.",229
"They are men. But in my house, it is different. I would tell him that being a man is about being determined and responsible, not about whether I am holding a wrench or a ladle. Maybe, if I show him that I can be successful in it.",229
"People judge the girls so harshly, Auntie. They blame the girl and say she was loose. Like complications during birth because her body isn't fully developed? I feel like I have learned so much today, but it is heavy information.",228
"They look so old, even though they are my age. I don't want to be a mother yet. I want to learn to be a seamstress, like the lady at the corner. But how? My father has already taken gifts from the man's family. Who would listen?",228
"Sometimes I just want to be left alone, and other times I feel like nobody understands me. Some of them are. But some seem to be changing faster than me, and it makes me wonder if I am normal. Is it okay that I feel so confused?",228
"My body feels different, and sometimes I feel like I have no control over these changes. It is just a lot to handle. Sometimes I look in the mirror and I do not recognize myself. What about the boys? Do they go through this too?",228
"The teachers are pushing us hard because of the upcoming exams, but honestly, it is more about how people talk to me and what is expected of me as a young man. Well, at home, my father keeps telling me that I need to toughen up.",228
"And they make us feel like we have to be enemies or act in ways that are not true to who we are. I agree. But in our village, the girls are often kept back. They are told that school is not as important for them as it is for us.",228
"I just hate that she has to fight so hard for the same things that are given to her brother. It is everywhere, isn't it? Even the songs we listen to talk about men having all the money and women just waiting to be taken care of.",228
Someone to tell them that there are other ways to succeed besides just carrying loads in the market. Maybe we could start a youth group at the community center? A place where we talk about our goals and how to protect ourselves.,228
"That is a common reaction, but keeping them is safer for you in the long run. Have you considered using the report function on the website? I saw a button that said report, but I wasn't sure if it actually did anything. It does.",228
I want a partnership where we are both communicators and decision-makers. I would tell her to go for it. I would tell her that her gender doesn't define her capacity to fly a plane. I would tell them they are living in the past.,228
"How would I even do that? I am just a student. What kind of things would I record? That makes sense. Sometimes the sessions are held when we are tired after sports, and nobody really listens. I never thought about it like that.",227
"Good afternoon, Aunty. It has been okay, I suppose. Just school and helping my mother at the market, like always. It is just that my mother expects me to do all the heavy lifting and the errands after school because I am a boy.",227
"No, I think I would be a more complete person if I could do everything. But if I try to change, will people laugh at me? My sister is very smart at math, but she is always encouraged to focus on home economics. It feels unfair.",227
"He said the nurse was very rude and asked why a young boy like him was there. He felt embarrassed and never went back. Exactly. It makes us feel like we should just stay silent and figure it out ourselves, even if we are wrong.",227
"I want to help her, but I am scared that if I speak up, the men will come after me or call me names. What can I actually do? I feel so small compared to them. No, Auntie. What is that? Is it for adults only? A toll-free number?",227
"We all knew she was struggling, but nobody really sat her down to talk until it was too late. Exactly. Now everyone is just angry, and she is just sitting in the room, hiding from everyone. It feels like she has been abandoned.",227
"My parents still treat me like a child when they want me to do chores, but then they tell me I should know better like an adult when I make a mistake. It is confusing. My voice is deeper, and I have grown much taller this year.",227
"And we think they become more aggressive or try to show off more. Yes, that is accurate. They missed that we also get pimples on our faces. And we start having wet dreams, which can be quite scary if you do not know what it is.",227
We also experience cramps when we have our periods. And sometimes we feel very tired or have headaches during that time. We also feel very shy about these body changes sometimes. I talk to my older brother when I feel confused.,227
Would you like to share what was on his mind? He says my education is becoming too expensive and that my uncle has a friend who is a successful trader. He thinks I should consider getting married to him soon to help the family.,227
"Do you feel like you have enough information about your own health, or about the changes happening in your body? Not really. We hear things in the streets, you know? But you never know what is true and what is just talk. I see.",227
"I have heard the word, but I did not think it would feel like this. It is like my body is doing things on its own without me asking. Well, sometimes when I am just sitting in class or even just relaxing, I get these erections.",226
"So, for my friend, should I just tell him I am sorry and ask for his permission next time? That sounds like a good plan. I will talk to him tomorrow. Just the feeling that I am losing control of my own story. Thank you, Aunty.",226
"What if he gets angry and stops talking to me? No, I guess not. It just feels hard to stand up to him because we have been friends since primary school. I have my school name, my phone number, and a lot of photos of my family.",226
"I want to help people in my community, not be a child bride. What should I do when I go home today? And if they bring up the marriage again? Thank you, Aunty. I feel a little stronger now that I know I have the law on my side.",226
"I feel like I am walking on eggshells everywhere I go. At home, I am just a girl who should be quiet, and at school, I am a student who should be afraid. We have health classes, but they mostly talk about preventing pregnancy.",226
"I think the religious leaders should speak up more. If the pastor or the elders spoke about supporting girls who make mistakes instead of just pointing fingers, people might listen. Do you think she can ever go back to school?",226
It helps to know that I am not the only one feeling this way. That makes me feel more comfortable opening up. Can we talk about the dangers too? I hear things at school. I think that is very important for the girls especially.,226
"Or will they just look at me like I am doing something shameful? That makes it even worse. If I finally work up the courage to go, and then I get scolded or made to feel small, I would never go back. It just feels like a trap.",226
"Well, in that role, the character had no money and no parents who were interested in her schoolwork. If she had a problem, who would she call? She felt like she was on her own island in the middle of a storm. Sometimes, Aunty.",226
"I cannot sleep, and I am finding it hard to concentrate in class. Does this happen to other girls too? I feel so alone. If I report him, will my family disown me? Everyone will say I am a bad person for accusing my own uncle.",225
"If I am going to walk all that way, I want to feel like I am actually learning something that will lead to a job. Sometimes the older boys are aggressive, and the teachers use the cane too much. It makes me want to stay away.",225
"Sometimes they hang out behind the shop near the station. They drink these energy drinks mixed with pills, or sometimes they smoke. They say it makes them feel grown up and helps them stay awake to study. They say it is fine.",225
"It was quite frustrating when I kept hitting those snake squares just as I was getting close to the finish line. Honestly, it felt like I had wasted all that effort. I was at number forty, and then suddenly I was back at ten.",225
"To be honest, I just set up the account and never looked at the settings again. I did not know I could control who sees what. I usually just post things in the moment because I think it looks cool. So, what should I tell Yaw?",225
"But they promise me I will have money for new shoes and a better phone. My parents can’t afford those things, and I am tired of wearing these old sandals. Are you saying they are using me? I never thought of it as being used.",225
"Being a man in my community means being strong and doing specific things. You make it sound possible, but it feels like a heavy weight to carry. Probably people from a long time ago who wanted to keep order. I see your point.",225
"Mostly social media, chatting with friends on WhatsApp, and sometimes meeting new people on these open forums. Risks? Like what? I am just talking to people. It is not like I am doing anything illegal. I mean, they seem nice.",225
"Facebook has a system to review reports of bullying and harassment, and they can take action against those accounts. So, if I block them, report them, and tell my parents, that covers all the bases? That is a very solid plan.",225
"That is a very mature way to look at it. If you could change one thing about how the community treats young people, what would it be? I wish they would listen. Just listen without jumping to punish us or tell us we are wrong.",225
"It feels like he is using his position to force me into situations I do not want. I cannot, Auntie. My mother always says that in our family, we must respect the elders and that I should not be bringing trouble to the house.",224
"So, me learning this is not just about me? I feel a bit more empowered now, but the fear of my parents finding out is still there. Can we talk about how to handle those conversations if I ever decide to tell them? Thank you.",224
"Why is it so hard to just be kind? What is consent? I thought it was just for adults. So, I should ask before I touch my sister's things? I think I am beginning to see how the home environment influences how we treat others.",224
"Good afternoon, Aunty. Things are okay, but I have been feeling a bit stressed lately. It is about social media, Aunty. I feel like everyone is watching me, and sometimes I do not know how to handle what is happening online.",224
"Boys using their strength to bully others because they think it is their right to be in charge. I want to be a different kind of man, Auntie. One who respects these differences and doesn't rely on old rules to feel powerful.",224
"I am afraid if I stand up for him, they will start calling me names too. But if I do stand up for him, am I not just inviting trouble? No, it is a good thing. But it is hard to be the only one doing it. I don’t think I will.",224
"They say if I keep doing women’s work, I will grow up to be soft and weak. Sometimes I feel like I am doing something wrong, even though I just wanted to help my sister because she had so much homework to finish. Not really.",224
"It was not my choice, Uncle. The boy promised he would marry me, then he disappeared. My mother says if I mention his name to the elders, they will just laugh at me. What about Kojo? Who will watch him if I go back to class?",224
"He already told the class that he decides who stays in school and who leaves. Yes. He doesn't say these things to the boys. He treats them with respect, but he treats us girls like we are just objects for his entertainment.",223
"It is just how things are here in our village. Exactly. But why does it have to be that way? Why can my sister not help with the heavy lifting or why can I not learn to cook better? I know I am a boy. That is my sex, right?",223
Is that why I can't remember parts of the day? Will it ever stop? I just don't want to be this person anymore. The one who fights and cries at night. My stomach hurts all the time. And I have these sores that won't go away.,223
"My uncle says that since I am finishing my Junior High School exams, it is time for me to get married to the man from the next village. He says it will help my family’s financial situation. I do not want to get married yet.",223
"I thought it was just my group of friends. That sounds dangerous. Why are so many people doing it if it is so risky? I hear the guys talk about STIs, but they act like it is something that happens to other people, not them.",223
"A role-play? About the bullying incident? Okay. So, if I see someone being pushed around, instead of just walking away, I should step in or tell a teacher. Wait, let me set the scene. I am standing near the classroom block.",223
"Remember, we talked about how adolescence is a period of rapid change, both physically and emotionally. Yes, I remember. But sometimes I feel like I am changing into someone I do not recognize. That is a very valid feeling.",223
"The teachers are busy, and if I tell them, I am afraid the boys will just make it worse when we are outside. I do not know. Maybe because I prefer to read than play football. They call me names because of it. You think so?",222
"At first it was just shouting, but last week he pushed me against the wall because I spoke to a male classmate. I know, but my friends say he only does it because he loves me and is jealous. I had no idea it was that many.",222
I’d be afraid people would laugh or say it was my fault. Are there really places where a boy like me can go and not be treated like a child or a criminal? I think it is for married couples who want to stop having children.,222
"She has more chores and is told she needs to be careful with how she dresses. It is frustrating. I have my own pressures, but she seems to have the weight of the family expectations on her. Yes, especially with my parents.",222
"Sometimes I get messages from strangers and I do not know if I should reply or block them. Wow, that is dangerous. I have had people ask to meet up, but I usually ignore them because my mother warned me. I would like that.",222
Puberty? That sounds like a big word. Does it mean I am becoming an adult? That feels very far away. I just want to know why it happens every single month. The uterus is that V-shaped part we learned about in health class?,222
"No, everyone just stays quiet. They act like it is normal for him to talk to me like that. It is like they have accepted that this is how things are. I tried once, and he just laughed and told me I was being disrespectful.",222
"It looks like a group of boys being pressured to join a gang or do something risky to prove their masculinity. Sometimes. If I don't join in, they call me a coward. It’s hard to stand your ground when everyone is watching.",222
"My cousin looks so tired all the time, and her husband is not kind to her. I tried, but she just says dreams do not put food on the table. She says the girls in our community who go to school often end up back here anyway.",222
"So even if I am on a site I use every day, I should be careful about what I click? That is a good rule of thumb. I have definitely clicked on things just because they looked interesting, without checking if they were safe.",222
"Are there really such places? Where they won't judge me or tell my business? I wish I had known that sooner. I thought every hospital was the same. It is about time. We have rights too, don't we? Even if I am not an adult?",222
"If she has no income and no education, she is more vulnerable to being forced into things she doesn't want. I feel like I have a responsibility to stand up for her. Is that my role as her brother? What if he still says no?",222
"Where can we go if we have a problem we cannot tell our parents? That makes me feel safer. I would say, ""No, I am not interested, and I do not want your money. I would say, ""I value our friendship, but I am not doing that.",222
"The goal is to support you, not necessarily to remove you. We look for ways to help your family see the value in keeping you in school, and we look for livelihoods or support systems that might ease their financial burden.",222
"My friends and I were talking about how we are getting taller and stronger, but some are growing faster than others. Is it the same for all of us? I see. That explains why some of my classmates look so much older than me.",221
I just thought I was lucky. Is that why my uncle thinks Ama does not need to go to university? He says she will get married anyway. It makes me feel angry when he says that. Ama is actually smarter than me in Mathematics.,221
"Does it have to be formal? Like, do I need to write a report? I love drawing and sometimes I write short poems in my notebook. I could do that. I have a sketchbook I rarely use. It would be more private too, which I like.",221
"I suppose I am, because it is my account. I never thought of it that way. I just thought of it as a test of our friendship. I think I understand. It is like when we talked about posting personal information online, right?",221
"I have heard the older women talking about complications during childbirth. Is that true? I also worry about how I would stay in school. If I am married, my husband would probably want me to stay home and do house chores.",221
I think I would feel lighter. I would not feel like I am constantly waiting for a scolding. Honestly? No. Most men in my area believe that talking like that makes them look weak or makes the boy too bold. How differently?,221
My father says her life is over now. What kind of support? She will have a child to look after. It feels like a lot to ask of people who are already struggling to put food on the table. I never thought about it like that.,221
I never thought of my teacher as someone who could help with these personal things. I think I am afraid of being judged for the questions I have. I am worried about whether I am doing the right things in my relationships.,221
"I want to teach kids the things I wasn't told so they don't have to struggle as much. It makes me realize that I have to be careful. If I want to be a mentor, I have to be a good example first. I try to look out for them.",221
"That is a small piece of justice, isn't it? Do you think things will change? Or is it always going to be like this? He is stubborn, Aunty. But he listens when I talk about the money I could make if I finished my training.",221
"What should I do? How do I explain that to a man who believes in traditional roles so deeply? Maybe I can tell him that if she learns a trade, she can help support the family financially. I think that might appeal to him.",221
"My father thinks nursing is for women, so he might support that, but he still wants the chores done. I could help with some of her chores. If I help her, my father might get annoyed. He might say I am doing ""woman's work.",221
"I think it means staying away from sickness, like malaria or maybe avoiding getting into trouble with girls. Social well-being? Does that mean how I get along with my friends at school? I never thought about it that way.",220
"I want to help her. How do I start without causing a big fight at home? He might agree if I frame it as being independent. It feels a bit scary, honestly. Does it ever stop? The feeling that I am going against the grain?",220
"So, the idea that a man cannot cook or that a woman cannot be a leader? I suppose not. My grandmother tells stories about women in the old days who were powerful traders and led the market associations. That makes sense.",220
"It feels like the law doesn't even exist in our area. Even if someone wanted to go to the police, would they even listen? Most people believe the police would just tell the woman to go back home and be a submissive wife.",220
And they don't even know the long-term consequences. I am starting to see how many traps there are for us. I think I need to be more careful with who I call my friend. I will try to find friends who also want to succeed.,220
"If I refuse, my uncle says I am being disrespectful to our elders. He says I am bringing shame to the family. I am worried about it. I have seen girls in my village get married early, and they seem so tired all the time.",220
They never talk about our rights or how to handle people who are being abusive. I feel stuck. I do not have the words to fight back against adults. I feel like I am supposed to just take it because I am young and a girl.,220
"If we take the right steps, involve the right people, and ensure your rights are protected, you have a very strong chance. I am worried about the shame if I say no. The only shame lies in denying a child their potential.",220
"I have seen the settings, but I never really touched them because I was afraid I would break something. It is quite simple, actually. You can block these individuals so that their messages can no longer reach your inbox.",220
"If we were to organize a meeting with the community leaders, do you think they would be willing to listen if you presented your ideas clearly? They respect you, Uncle. If you were there, they might actually listen to us.",220
Let us talk about gender socialization. How do you think we can start a conversation with your parents about balancing these roles? They would just say that is how things have always been done. They are very traditional.,220
"You mean like the pictures I post? I usually just post them and forget about them. Does it really matter? Really? I thought if I deleted it, it was gone from the internet. I never thought of it as building a reputation.",219
"The boys sometimes tease them about it. Really? Why would they miss school for that? I never thought about it like that. I just thought it was something they had to deal with. I guess it is just blood coming out, right?",219
"My uncles keep telling me I need to act like a man now, but I still feel like a boy inside. It is a lot of pressure. I just stay quiet. I do not want to argue, but I also do not feel like the person they are describing.",219
Why does society act like we are not supposed to know anything until we are married? I just want to be able to go somewhere where I am respected and not treated like I am a problem. Do you think things will ever change?,219
"It feels like I am not just fighting her, but looking for a better way for all of us. Do you think she could ever change her mind? I want to be part of that change, but I am still scared of the immediate reaction. Okay.",219
"My mother tells me that if I ever get pregnant, I am on my own. She says she cannot afford another mouth to feed. But how are we supposed to know what to do? Nobody talks to us. They just tell us to stay away from boys.",219
